상품코드,대상도시,상품형태,상품명,리뷰ID,작성자,평점,내용,작성일,동행,공감수,옵션정보,연령대,리뷰요약1,리뷰요약2,리뷰요약3,리뷰요약4,리뷰요약5,cleaned,내용_요약,LDA_Topic_1,NMF_Topic_1,LDA_Topic_2,NMF_Topic_2,LDA_Topic_3,NMF_Topic_3,LDA_Topic_4,NMF_Topic_4,LDA_Topic_5,NMF_Topic_5
MAV1039,다낭,패키지,[출발확정/한정특가] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,289554,dlt**********,1.0,"일정에 있던 음식점들의 양이 부족하고 맛도 없고 청결도 좋지않아 추천하지 않습니다. 또한, 한국인 가이드가 호텔이나 마사지에서 직원들에게 팁을 얼만큼씩 주라고 계속 이야기하는 것이 불쾌했습니다. 가이드가 불친절하고 퉁명스러워 여행의 재미가 떨어진 듯 합니다. 현지 베트남 가이드인 하나 가이드는 너무 친절하고 좋았습니다.",2025.07.14,친구모임,1,,40,호텔이 시내에 있어요, 일정이 여유로워요,,,,일정에 있던 음식점들의 양이 부족하고 맛도 없고 청결도 좋지않아 추천하지 않습니다 또한 한국인 호텔이나 마사지에서 직원들에게 팁을 얼만큼씩 주라고 계속 이야기하는 불쾌했습니다 불친절하고 퉁명스러워 여행의 재미가 떨어진 합니다 현지 가이드인 가이드는 친절하고 좋았습니다,"일정에 있던 음식점들의 양이 부족하고 맛도 없고 청결도 좋지않아 추천하지 않습니다. 또한,...",0.038095432512730246,0.0365437451806127,0.038184355203203686,0.0,0.7924225589801653,0.0,0.03836709684376142,0.060862339539436254,0.09293055646013937,0.144956870893562
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #미케비치 5성호텔 #오션뷰 #바나힐 테마파크 #호이안 #전신마사지 #다낭타워 씨푸드,286054,sun*****,1.0,다음에 다시 작성하겠습니다.,2025.06.06,커플여행,0,,50,호텔 부대시설이 좋아요, 일정이 알차요, 현지 음식이 맛있어요, 가격만큼 가치 있어요, 가이드가 재밌어요,다음에 작성하겠습니다,다음에 다시 작성하겠습니다....,0.100013942871426,0.005195995619025004,0.5989705622762537,0.00020494326193592745,0.10059160614044568,0.0,0.10040958645752251,0.007957063265801752,0.10001430225435215,0.0
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #윈덤 골든베이 #월드체인5성 #바나힐 테마파크 #호이안 #전신마사지 #6대특식,285713,jae*******,3.0,"오전 일정이 거의없고 마지막날  일정이  너무없어서
하루정도 단축해도 문제없겠는데 
밤 비행기가 숙박이 힘들었어요
잠 한숨도 잘수없어서 피곤",2025.06.02,친구모임,0,,60,호텔이 관광지와 가까워요, 일정이 여유로워요, 현지 음식이 다양해요, 가격이 합리적이에요, 가이드가 열정적이에요,오전 일정이 거의없고 마지막날 일정이 너무없어서 하루정도 단축해도 문제없겠는데 비행기가 숙박이 힘들었어요 한숨도 잘수없어서 피곤,"오전 일정이 거의없고 마지막날  일정이  너무없어서
하루정도 단축해도 문제없겠는데 
밤...",0.06625499872390023,0.009789313078479302,0.06285950577696857,0.0,0.7447767628687557,0.051513793463255735,0.06313125250519183,0.020329145871588208,0.06297748012518352,0.06751613776649985
MAV1039,다낭,패키지,[출발확정] 다낭 6일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,285695,카키,1.0,"여유있는 일정이 좋았으나
가이드의 선택관광 요구는 무리할 정도임
모든사람이 할 것인데 나만 안하면 일정이 꼬인다해서 어쩔 수 없이 참여 했으나 결론은 인원 반은 안함
나만 바보됨
관광 안하는 사람은 호텔에서 휴식하고
관광에 끌려온 사람은 덥고 냄새나는 배타고 시간을 허비함
뉴나이트시티투어라는 새로운 관광인양 포장해서
기존의 것과 뭐가 다른지 물어보니  그낭 다르다고함
내용과 다르고 사진상으로도 다르다하니 사진이 지나 가다 잘못 찍힌거라는 황당한 답을 하는 가이드
이수현 가이드님 솔직했음 좋겠네요
차라리 솔직하셨으면 관광비 반을 내고 그냥 참여 안했을 것임",2025.06.02,기타,2,,50,객실이 깨끗해요, 객실 뷰가 좋아요, 일정이 여유로워요,,,여유있는 일정이 좋았으나 가이드의 선택관광 요구는 무리할 정도임 모든사람이 것인데 나만 안하면 일정이 꼬인다해서 어쩔 없이 참여 했으나 결론은 인원 반은 안함 나만 바보됨 관광 안하는 사람은 호텔에서 휴식하고 관광에 끌려온 사람은 덥고 냄새나는 배타고 시간을 허비함 뉴나이트시티투어라는 새로운 관광인양 포장해서 기존의 것과 뭐가 다른지 물어보니 그낭 다르다고함 내용과 다르고 사진상으로도 다르다하니 사진이 지나 가다 잘못 찍힌거라는 황당한 답을 이수현 가이드님 솔직했음 좋겠네요 차라리 솔직하셨으면 관광비 반을 내고 참여 안했을 것임,"여유있는 일정이 좋았으나
가이드의 선택관광 요구는 무리할 정도임
모든사람이 할 것인데 ...",0.0340857404382959,0.026183230622797288,0.03391680828264236,0.0,0.8640360444848828,0.08532199340786928,0.03397417355273903,0.021164269637481144,0.033987233241439936,0.0269512967606963
MAV1039,다낭,패키지,[청주출발][출발확정] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,282307,sky*******,1.0,마사지 2시간팁이 4달러 로 정해져  있어서 기분이 상했어요 이건 팁이 아니고 가격 추가네요 읭크호텔 앞에 공사중이라 밤새도록 씨끄러워서 귀마개 하고 3일동안 잠 못자고 고생했고요 호텔 조식 3일동안 동일한음식. 여행동안 분짜가 3끼 삼겹살 1끼 해물탕1끼 호텔조식3끼 개인1끼 분짜3끼 먹느라 지겨웠어요 쇼핑3회 내내 가이드가와서 같이  물건을 설명하고 강매해서 너무 부담스러웠어요,2025.05.02,친구모임,1,,60,호텔이 관광지와 가까워요, 일정이 여유로워요, 가격이 합리적이에요, 식당 뷰가 좋아요, 가이드가 전문적이에요,마사지 시간팁이 달러 정해져 기분이 상했어요 이건 팁이 아니고 가격 추가네요 읭크호텔 앞에 공사중이라 밤새도록 씨끄러워서 귀마개 일동안 못자고 고생했고요 호텔 조식 일동안 동일한음식 여행동안 분짜가 삼겹살 해물탕끼 호텔조식끼 개인끼 분짜끼 먹느라 지겨웠어요 쇼핑회 내내 가이드가와서 같이 물건을 설명하고 강매해서 부담스러웠어요,마사지 2시간팁이 4달러 로 정해져  있어서 기분이 상했어요 이건 팁이 아니고 가격 추가네...,0.041035185823970984,0.04751828705206584,0.04107139386718339,0.0,0.8357939547257296,0.008275030025472203,0.04107498814556007,0.02284493053000895,0.041024477437556044,0.0
MAV1039,다낭,패키지,[출발확정/한정특가] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,281773,eog*******,1.0,"최악중에 최악입니다.

제가 직접 듣고 본 내용만 사실적으로 순서정해 남깁니다.

1. 성적인 접촉을 많이 합니다. 어머니와 와이프와 같이 갔는데  어머니의 어깨를 감싸거나 와이프의 손을 잡는다거나 하는 행동을 아무런 동의 없이 합니다. 어머니를 모시고 간 여행이라 정말 참고 막았지만 성추행 수준 이라고  생각이 계속 들었습니다.

2. 선택관광의 강요하며 하지 않을시 대놓고 면박 및 기분나쁜 티를 냅니다
(1)  다음에는 돈 많이 벌고 와서 어머니 사드려라

(2) 너는 선택관광 있는 패키지를 오면 안된다

(3) 어차피 안살건데 돈 아껴야지 와서 꼭 돈 쓰지 마라

(4) 꼭 돈 많이 벌어라

위 내용은 실제로 들은 내용입니다. 선택관광은 분명 자율이고 어느정도는 할 생각도 있었습니다. 그래서 쇼를 보고싶다고 말하자 여행객들끼리 협의해서 통일해라 너희들 끼리는 해주지 않는다고 하시며 다른 관광을 강요합니다. 
분명 자율적인 참여라고 써있는 선택관광을 강요하고 하지않으면 사람을 무시하는 태도는 정말 잘못된 행동이라고 생각이 듭니다.

3. 쇼핑
- 당연히 포함된 내용이고 즐겁게 따라갈 수 있습니다. 다만 최소한의 선 즉 사기라고 느껴지면 안된다고 생각합니다. 

(1) 침향
- 1000달러의 큰 비용의 침향을 판매하는데 스티로폼을 녹이는 침향의 효과라며 설명을 하고 1등급이라며 여기서밖에 사지 못한다 라는 말을 합니다. 사진을 첨부하겠지만 이미 뉴스에도 많이 나오듯 정말 극소수로 채집되는 침향은 위 가격에 판매가 불가능하며 스티로폼을 녹이는(혈관의 지방을 녹인다) 라는건 침향이 아닌 다른 원리로도 가능합니다. 이걸 침향의 효과라고 주장하며 건강식품으로 허가도 받지않은 제품을 판매하는데 현재 네이버 혹은 중고나라에 검색만 해도 똑같은 제품을 사서 반값도 안되는 가격에 되팔이를 하고 있는 실정입니다. 

(2) 커피
- 리딩커피라는곳에서 커피에 관하여 판매를 합니다. 주된 내용은 오직 여기서만 판매할 수 있는 커피이며 코코넛커피의 경우 코코넛 함량이 70%, 디카페인, 한 박스를 사면(한화 36,000원 정도) 24잔이 나온다 라고 설명을 합니다. 
마찬가지로 사진첨부 하겠지만 중고나라,당근마켓에 10,000-15,000원에 똑같은 제품을 판매하고 있습니다. 즉 사온 여행객들이 되팔이를 한다는 것입니다.
저는 직접 이 커피를 귀국한 당일 당근마켓에서 사 먹었습니다.  그리고 현장에서 먹은 맛을 생각하며 먹어보자 한박스 기준 2봉 중 1봉을 전부 타먹어도 그 맛이 나지 않습니다.  24잔 정말 말도 안되는 거짓말 입니다. 설탕 연유 무엇을 섞었는지는 모르지만 설레이며 가족들 혹은 지인들을 위해 산 기념품이 쓰레기가 되는 현실입니다.

(3) 계피, 화장품, 말린장어
여기는 합리적입니다.  가격대는 당연히 있지만 거짓을 섞어 판매하지는 않습니다. 

4. 숙소 및 조식
- 만족합니다 깔끔하고 직원분들도 친절하였습니다.

5. 가이드
서두에 언급했듯 최악중에 최악입니다. 감정을 섞지 않고 사실을 정리하여 남기겠습니다.
(1) 위에 언급했듯이 성적인 접촉이 너무 많음

(2) 선택관광,쇼핑을 하지 않으면 대놓고 면박주며 무시함

(3) 바가지가 너무 심함
Ex) 마사지 1시간반 = 한화 7만원대+팁 3-4달러

(4) 관광지 자유시간 극히 적음
Ex) 오행산 2-30분( 왔다갔다 하면 끝나는 시간)

(5) 반말
- 본인보다 어리다 생각하니 그냥 반말을 합니다.

(6)  설명미흡
-야시장에서 물건을 사자 선택관광 했으면 반값에 사줄수 있다 라며 기분을 상하게 하는 말을 합니다

(7) 마지막날 강제 서류작성 강요
- 본인은 가이드의 행동,설명,코스 모두 만족을 했으며 아무런 문제제기를 하지 않을것 이라는 내용의 자필 서명을 강요합니다. 면죄부를 받으려는지 모르겠지만 마지막 일정이 되자
기분 나빳으면 풀어라, 내가 리뷰 몇점 남겼는지,이름이 뭔지 다 알 수 있으니 꼭 리뷰 5점 남겨야한다 라고 강요를 하며 위에 기재한 서류작성을 강요함

어머니를 모시고 간 첫 해외여행을 고작 가이드 한사람때문에 망치게 되어 정말 많이 속상합니다. 여태까지 제 여행 내역을 보면 아시겠지만 일본,대만,코타키나발루,보홀,몽골 패키지,자유 많이 다녔다고 생각하는데 이런 최악의 경험은 처음이였습니다.
다른 후기가 좋은 이유는 위처럼 강요하기 때문이라 생각이 들며 객관적인 내용을 증명하기 위해 본인이 아닌 다른 사람의 후기와 사진들을 첨부합니다.

하나투어 측에 조속한 대처를 바라며 앞으로 저희와 같은 안좋은 경험을 겪는 분들이 없었으면 하는 바람과 다른분들은 바가지를 쓰거나 사기를 당하지 말기룰 바라면서 이 글을 남깁니다.",2025.04.27,기타,6,,20,,,,,,최악중에 최악입니다 제가 직접 듣고 내용만 사실적으로 순서정해 남깁니다 성적인 접촉을 합니다 어머니와 와이프와 같이 어머니의 어깨를 감싸거나 와이프의 손을 잡는다거나 행동을 아무런 동의 없이 합니다 어머니를 모시고 여행이라 참고 막았지만 성추행 수준 이라고 생각이 계속 들었습니다 선택관광의 강요하며 하지 않을시 대놓고 면박 기분나쁜 티를 냅니다 다음에는 벌고 와서 어머니 사드려라 너는 선택관광 패키지를 오면 안된다 어차피 안살건데 아껴야지 와서 쓰지 마라 벌어라 내용은 실제로 들은 내용입니다 선택관광은 분명 자율이고 어느정도는 생각도 있었습니다 쇼를 보고싶다고 말하자 여행객들끼리 협의해서 통일해라 너희들 끼리는 해주지 않는다고 하시며 관광을 강요합니다 분명 자율적인 참여라고 써있는 선택관광을 강요하고 하지않으면 사람을 무시하는 태도는 잘못된 행동이라고 생각이 듭니다 쇼핑 당연히 포함된 내용이고 즐겁게 따라갈 다만 최소한의 사기라고 느껴지면 안된다고 생각합니다 침향 달러의 비용의 침향을 판매하는데 스티로폼을 녹이는 침향의 효과라며 설명을 등급이라며 여기서밖에 사지 못한다 라는 말을 합니다 사진을 첨부하겠지만 이미 뉴스에도 나오듯 극소수로 채집되는 침향은 가격에 판매가 불가능하며 스티로폼을 녹이는혈관의 지방을 녹인다 라는건 침향이 아닌 원리로도 가능합니다 이걸 침향의 효과라고 주장하며 건강식품으로 허가도 받지않은 제품을 판매하는데 현재 네이버 혹은 중고나라에 검색만 해도 똑같은 제품을 사서 반값도 안되는 가격에 되팔이를 실정입니다 커피 리딩커피라는곳에서 커피에 관하여 판매를 합니다 주된 내용은 오직 여기서만 판매할 커피이며 코코넛커피의 경우 코코넛 함량이 디카페인 박스를 사면한화 정도 잔이 나온다 라고 설명을 합니다 마찬가지로 사진첨부 하겠지만 중고나라당근마켓에 원에 똑같은 제품을 판매하고 사온 여행객들이 되팔이를 한다는 것입니다 저는 직접 커피를 귀국한 당일 당근마켓에서 먹었습니다 현장에서 먹은 맛을 생각하며 먹어보자 한박스 기준 봉을 타먹어도 맛이 나지 않습니다 말도 안되는 거짓말 설탕 연유 무엇을 섞었는지는 모르지만 설레이며 가족들 혹은 지인들을 기념품이 쓰레기가 되는 현실입니다 계피 화장품 말린장어 여기는 합리적입니다 가격대는 당연히 있지만 거짓을 섞어 판매하지는 않습니다 숙소 조식 만족합니다 깔끔하고 직원분들도 친절하였습니다 서두에 언급했듯 최악중에 최악입니다 감정을 섞지 않고 사실을 정리하여 남기겠습니다 위에 언급했듯이 성적인 접촉이 많음 선택관광쇼핑을 하지 않으면 대놓고 면박주며 무시함 바가지가 심함 마사지 시간반 한화 만원대팁 달러 관광지 자유시간 극히 적음 오행산 왔다갔다 하면 끝나는 반말 본인보다 어리다 생각하니 반말을 합니다 설명미흡 야시장에서 물건을 사자 선택관광 했으면 반값에 사줄수 라며 기분을 상하게 말을 합니다 마지막날 강제 서류작성 강요 본인은 가이드의 행동설명코스 만족을 했으며 아무런 문제제기를 하지 않을것 이라는 내용의 자필 서명을 강요합니다 면죄부를 받으려는지 모르겠지만 마지막 일정이 되자 기분 나빳으면 풀어라 내가 리뷰 몇점 남겼는지이름이 뭔지 있으니 리뷰 남겨야한다 라고 강요를 하며 위에 기재한 서류작성을 강요함 어머니를 모시고 해외여행을 고작 한사람때문에 망치게 되어 속상합니다 여태까지 내역을 보면 아시겠지만 일본대만코타키나발루보홀몽골 패키지자유 다녔다고 생각하는데 최악의 경험은 처음이였습니다 후기가 좋은 이유는 위처럼 강요하기 때문이라 생각이 들며 객관적인 내용을 증명하기 본인이 아닌 사람의 후기와 사진들을 첨부합니다 측에 조속한 대처를 바라며 앞으로 저희와 안좋은 경험을 겪는 분들이 없었으면 바람과 다른분들은 바가지를 쓰거나 사기를 당하지 말기룰 바라면서 글을 남깁니다,"최악중에 최악입니다.

제가 직접 듣고 본 내용만 사실적으로 순서정해 남깁니다.

...",0.017748863367477743,0.1184502974585064,0.017776256448762604,0.0,0.9290193108857723,0.05852471404190626,0.017739336100138742,0.0,0.017716233197848586,0.0
MAV1039,다낭,패키지,[출발확정/한정특가] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,281579,카신,3.0,"호텔 위치는 괜찮았는데 수압이 너무 낮아서 불편했고 조식도 가성비 괜찮은 정도 였어요

하나투어로 여행 많이 갔었지만 패키지에서 제공하는 현지식은 너무 퀄리티가 떨어져서 실망이 컸습니다

가이드님은 정도 많고 친절함과 배려가 넘쳤고 선택 관광 강요도 전혀 없어서 정말 좋았어요",2025.04.25,가족여행,0,,60,호텔이 시내에 있어요, 가격이 합리적이에요, 가이드가 배려 깊고 세심해요,,,호텔 위치는 괜찮았는데 수압이 낮아서 불편했고 조식도 가성비 괜찮은 정도 였어요 하나투어로 갔었지만 패키지에서 제공하는 현지식은 퀄리티가 떨어져서 실망이 컸습니다 가이드님은 정도 많고 친절함과 배려가 넘쳤고 선택 관광 강요도 전혀 없어서 좋았어요,"호텔 위치는 괜찮았는데 수압이 너무 낮아서 불편했고 조식도 가성비 괜찮은 정도 였어요
...",0.04037486823765577,0.031730250530736345,0.04023775788123502,0.006841893626635858,0.8388385250871602,0.0,0.040446029521257094,0.07273248420032406,0.040102819272692034,0.01771671041616233
MAV1039,다낭,패키지,[출발확정/한정특가] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,281040,나요나,2.0,"가이드 님의  다낭지역  지식부족  및
개인 사담  위주의  멘트수준 등
특히
비수기에. 저가로 투어 왔으면  불편 감내 요청등
고객. 자존심  무시 언행등. 이  아숴윘슴
특히
고객과의 의견. 의견 개진시  의견 충돌 유발. 등
전반적으로. 
독선적 운영보다는  유화적 으로  행사 진행  했으면. 함",2025.04.19,가족여행,1,,60,객실이 깨끗해요, 일정이 여유로워요, 객실 뷰가 좋아요, 호텔이 시내에 있어요,,님의 다낭지역 지식부족 개인 사담 위주의 멘트수준 비수기에 저가로 투어 왔으면 불편 감내 요청등 고객 자존심 무시 언행등 아숴윘슴 고객과의 의견 의견 개진시 의견 충돌 유발 전반적으로 독선적 운영보다는 유화적 행사 진행 했으면,"가이드 님의  다낭지역  지식부족  및
개인 사담  위주의  멘트수준 등
특히
비수기...",0.7486275280386228,0.014078382801008881,0.06216081239413159,0.0028782150919833566,0.06487949392403634,0.0,0.06216480728890598,0.003665483443756497,0.06216735835430323,0.0
MAV1039,다낭,패키지,[청주출발][출발확정] 다낭 6일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 #1일자유,280390,sty******,3.0,여행에 만족스러운 부분이 있으나 오후 일정을 8시 이내로 끝냈으면 좋겠음,2025.04.13,커플여행,0,,30,호텔에서 쉬기 좋아요, 객실 뷰가 좋아요, 식당이 청결해요, 호텔이 관광지와 가까워요, 일정이 여유로워요,여행에 만족스러운 부분이 있으나 오후 일정을 이내로 끝냈으면 좋겠음,여행에 만족스러운 부분이 있으나 오후 일정을 8시 이내로 끝냈으면 좋겠음...,0.058823780205738856,0.030046997072107316,0.05925961423608134,0.002669070866108178,0.7646966731518833,0.004896111619465619,0.05864524470885034,0.004964247364291268,0.05857468769744619,0.0
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #미케비치 5성호텔 #오션뷰 #바나힐 테마파크 #호이안 #전신마사지 #다낭타워 씨푸드,276596,Khjo61,3.0,"동남아여행 첫걸음이 이번 다낭.호이안 이었네요
물론 유럽만다니다 베트남을 경험해봤어요
비교가 안되지만 나름 동남아에 맛이 있더군요
베트남은 맛있는 음식이 많은줄 알았는데
그렇지  않다는것은  아쉬웠구요
식사가 중요한데  우리가 가는  음식들은
별로였어요  그냥 패키지니까 돈만큼만 이더군요
옵션도많고   팁도많고  팁은 가격이 정해져 있더군요
이번여행은 3자매가 함께 시간을 했다는거에
중요점을 둡니다 암튼2번은 안갈것 같아요
제입장에선  자유여행으로 맛집투어는 한번더
고려중입니다~!!",2025.03.07,가족여행,1,,60,호텔이 관광지와 가까워요, 일정이 알차요, 현지 음식이 다양해요, 가격이 합리적이에요, 가이드가 재밌어요,동남아여행 첫걸음이 이번 다낭호이안 이었네요 물론 유럽만다니다 베트남을 경험해봤어요 비교가 안되지만 나름 동남아에 맛이 있더군요 베트남은 맛있는 음식이 많은줄 알았는데 그렇지 않다는것은 아쉬웠구요 식사가 중요한데 우리가 가는 음식들은 별로였어요 패키지니까 돈만큼만 이더군요 옵션도많고 팁도많고 팁은 가격이 정해져 있더군요 이번여행은 자매가 시간을 했다는거에 중요점을 둡니다 암튼번은 안갈것 제입장에선 자유여행으로 맛집투어는 한번더 고려중입니다,"동남아여행 첫걸음이 이번 다낭.호이안 이었네요
물론 유럽만다니다 베트남을 경험해봤어요
...",0.03720889728794162,0.03479806111597107,0.0385314792233188,0.0,0.8488863108192299,0.0,0.037917082873289515,0.044414109821019544,0.03745622979622021,0.0
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #미케비치 5성호텔 #오션뷰 #바나힐 테마파크 #호이안 #전신마사지 #다낭타워 씨푸드,275840,eun***,1.0, 도착 시간이 다른 두팀을 한팀으로 하여 진행.기존에 안내받았던 일정과는 다른 진행으로 아쉬움이 많이 남음.특히 마지막날 먼저 왔던 일행이 오전 출국후 남은 인원으로 마지막 일정을 치르는데 전체적으로 가이드도 남은 시간 때우는듯한.미리 고지를 해주던지 해야지 현지 도착해서 다음날 오전에 알려주고 진행은 아닌듯.패키지상품의 특성을 이해하지만 그동안 다녔던 여행중 최악인듯.이런점을 빼고 상품 자체만 놓고 본다면 나쁘지는 않은듯,2025.03.01,가족여행,2,,50,객실 뷰가 좋아요,,,,,도착 시간이 두팀을 한팀으로 하여 진행기존에 안내받았던 일정과는 진행으로 아쉬움이 남음특히 마지막날 먼저 왔던 일행이 오전 출국후 남은 인원으로 마지막 일정을 치르는데 전체적으로 가이드도 남은 때우는듯한미리 고지를 해주던지 해야지 현지 도착해서 다음날 오전에 알려주고 진행은 아닌듯패키지상품의 특성을 이해하지만 그동안 다녔던 여행중 최악인듯이런점을 빼고 상품 자체만 놓고 본다면 나쁘지는 않은듯, 도착 시간이 다른 두팀을 한팀으로 하여 진행.기존에 안내받았던 일정과는 다른 진행으로 아...,0.03384070942673798,0.05249317175019535,0.03403689956603943,0.0,0.8643839226380619,0.0,0.03395250541732967,0.0028132423457284212,0.033785962951831144,0.09263564406428032
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,275392,jmk******,1.0,"전체적으로 넘 실망입니다.
집에 돌아오는 내내 넘 속상했어요.
다른얘기까지 하자면 할말이 너무많을것같고, 쇼핑만 가지고 얘기하겠습니다
쇼핑3회 포함이라 되있어서 소비자입장에서는 당연히 몰이나 쇼핑센터에서의 쇼핑인줄 알았는데,  약장수들 약파는 곳에 데려가서는 문닫아놓고 영상보게하고,  가격은 뻥튀기 엄청 심하고, 정말 너무하네요. 
이걸가지고 쇼핑 3회라고 명시하면 안되요.
약파는곳이라 해야죠!!!
마지막날 3곳을 다데려갔는데 그 전에 그거 사게하려는 빌드업도 넘 불편했어요

첫번째로 데려간곳 침향, 노니 파는곳, 대략 2시간 소요,  가격과 효능 뻥뛰기 엄청 심해요.  
두번째로 데려간곳 커피집, 대략 2 소요, 커피맛은 좋으나, 커피 가격이 거의 일반 베트남 마트의 커피값 10배 수준입니다.
세번째로 데려간 잡화점, 대략 1시간 소요, 다른건 말할필요도 없고 쥐포 한가지만 비교해보자면, 우리나라에서는 베트남산 쥐포 20장 2만원도 채 안되는데 여기는 10장정도 되보이는데 5만원이더군요. 
귀한시간 내서 설레며 여행 갔는데 정말 실망이 큽니다.
이번 다낭여행을 계기로 앞으로는 여행사 안끼고,  자유여행할랍니다.
정말 귀한시간 내서 여행 간건데 3일중 하루를 이렇게 써버리니 너무 화가났어요.",2025.02.25,나홀로 여행,3,,40,현지 음식이 맛있어요,,,,,전체적으로 실망입니다 집에 돌아오는 내내 속상했어요 다른얘기까지 하자면 할말이 너무많을것같고 쇼핑만 가지고 얘기하겠습니다 쇼핑회 포함이라 되있어서 소비자입장에서는 당연히 몰이나 쇼핑센터에서의 쇼핑인줄 알았는데 약장수들 약파는 곳에 데려가서는 문닫아놓고 영상보게하고 가격은 뻥튀기 엄청 심하고 너무하네요 이걸가지고 쇼핑 회라고 명시하면 안되요 약파는곳이라 해야죠 마지막날 곳을 다데려갔는데 전에 그거 사게하려는 빌드업도 불편했어요 첫번째로 데려간곳 침향 노니 파는곳 대략 소요 가격과 효능 뻥뛰기 엄청 심해요 두번째로 데려간곳 커피집 대략 소요 커피맛은 좋으나 커피 가격이 일반 마트의 커피값 수준입니다 세번째로 데려간 잡화점 대략 소요 다른건 말할필요도 없고 쥐포 한가지만 비교해보자면 우리나라에서는 베트남산 쥐포 만원도 안되는데 여기는 장정도 되보이는데 만원이더군요 귀한시간 내서 설레며 실망이 큽니다 이번 다낭여행을 계기로 앞으로는 여행사 안끼고 자유여행할랍니다 귀한시간 내서 간건데 일중 하루를 이렇게 써버리니 화가났어요,"전체적으로 넘 실망입니다.
집에 돌아오는 내내 넘 속상했어요.
다른얘기까지 하자면 할말...",0.029420349007115983,0.05437171295515519,0.02933708387341816,0.0,0.882654403467375,0.002778232160788107,0.02920240605750951,0.02739557395202446,0.029385757594581424,0.0
